FID,OBJECTID,SHAPE,LBEZEICHNUNG,LTYP,LTYPTXT,SE_ANNO_CAD_DATA
OEFFLINIENOGD.1339,1339,"LINESTRING (16.458556107910283 48.22168379781268, 16.459192848297434 48.22122469406761, 16.459742263281733 48.22092786336778, 16.46048403380707 48.22066651315841, 16.461434156219404 48.220429915920974, 16.462080020070978 48.220268597330225, 16.462597653594003 48.22008957028725, 16.463061820781068 48.219889185469405, 16.46343525980617 48.219717452613374, 16.46395829402733 48.219566966728564, 16.4644066430873 48.219452253021785, 16.46616321006392 48.21922185228209, 16.4702689116558 48.218678188640276)",95A,2,Autobus,
OEFFLINIENOGD.1340,1340,"LINESTRING (16.47983942020794 48.217419605933785, 16.481320023621517 48.21722738907996, 16.483156083155794 48.21683482488465)","93A, 97A, 98A",2,Autobus,
OEFFLINIENOGD.1341,1341,"LINESTRING (16.366432483383875 48.214299354084126, 16.365485789477095 48.2152233460679, 16.365412881571867 48.21529018213516)",3A,2,Autobus,
OEFFLINIENOGD.1342,1342,"LINESTRING (16.391338086867897 48.217171955766396, 16.39095777685888 48.21734924307597, 16.390521960628153 48.21766770132039, 16.390317538469496 48.217956305826746)",80A,2,Autobus,
OEFFLINIENOGD.1343,1343,"LINESTRING (16.38418147634373 48.21462186465417, 16.383708641253435 48.21539166354255, 16.38353213046162 48.215479299432076, 16.383532197342912 48.215551635033876, 16.383717574688376 48.215810441884734, 16.383709098797247 48.21588468397748, 16.38360659115579 48.2159170874284, 16.383336011738784 48.215924812642086, 16.382373242992546 48.21586809797193, 16.380443016014688 48.21572555246542)",5A,2,Autobus,
OEFFLINIENOGD.1344,1344,"LINESTRING (16.386919921271648 48.21613460870999, 16.38679078729359 48.21606328252575, 16.385499472621326 48.21535001084916, 16.38418147634373 48.21462186465417)",5A,2,Autobus,
OEFFLINIENOGD.1345,1345,"LINESTRING (16.39148026867204 48.21814379996118, 16.391416472331798 48.21841508693404, 16.391341875268214 48.21857573529464, 16.39119778053777 48.218675741900086, 16.390973554484514 48.2187579397021, 16.390830669154663 48.21881331400889)","5B, 80A",2,Autobus,
OEFFLINIENOGD.1346,1346,"LINESTRING (16.390830669154663 48.21881331400889, 16.39051771495163 48.21851639520469, 16.39036166268005 48.21825175532198, 16.390317538469496 48.217956305826746)",80A,2,Autobus,
OEFFLINIENOGD.1191,1191,"LINESTRING (16.398066623527203 48.258323322155825, 16.398266204529016 48.25835367127248, 16.399616867133062 48.257728231421055)","20A, 33A, 34A",2,Autobus,
OEFFLINIENOGD.1192,1192,"LINESTRING (16.28848808963964 48.25089156968391, 16.288807846295878 48.251558999251145, 16.28898591298672 48.25163997248313, 16.289726905581322 48.25172355406337, 16.29052491382434 48.25179763514738, 16.291839516699522 48.251893324859296, 16.292117431245536 48.251879154813246, 16.29244518998417 48.25190545311192, 16.292698110735902 48.25195313757625, 16.29291895306021 48.25201746559285, 16.29326614472807 48.25201747388767)",43B,2,Autobus,
OEFFLINIENOGD.1193,1193,"LINESTRING (16.290680789740694 48.234457159412635, 16.29053588409068 48.234767505630614, 16.290567459496803 48.23530765033265, 16.290536438089273 48.2354208463371, 16.290435448389985 48.23555729062572, 16.290250685068344 48.23569712876768, 16.289341264926094 48.23621357675538, 16.287944449630185 48.23686211080002, 16.28659042219907 48.23742784285914, 16.285547131222597 48.2378185689865, 16.28336169362712 48.239233026051664, 16.281138171267315 48.24003385526545, 16.28022014412781 48.24031261112385, 16.27945633528795 48.240544619228096)",43A,2,Autobus,
OEFFLINIENOGD.1194,1194,"LINESTRING (16.248808198450703 48.2185830738252, 16.248976661324395 48.21687356966801)","43B, 52A",2,Autobus,
OEFFLINIENOGD.1195,1195,"LINESTRING (16.248808198450703 48.2185830738252, 16.24899890741616 48.21889080610085, 16.250342824030998 48.2200720206496, 16.25096143501698 48.22063878836964, 16.25143051025202 48.22120544184389, 16.25194922701844 48.2219053794776, 16.25282403855016 48.222605572999456, 16.25326493373602 48.22300563706236, 16.253442493030736 48.223305574973544, 16.25376206280726 48.22387211204827, 16.253989412671412 48.22421491368594, 16.25439447825832 48.22476723327026, 16.254735561691064 48.225252881276845, 16.254891861608787 48.22549569528255, 16.255324402989466 48.22670475651674, 16.255466210809427 48.22710936063806, 16.25549443128297 48.22728070079148, 16.255479880992848 48.22747580414096, 16.25542252070632 48.22771846740846, 16.25540077246567 48.227961154722976, 16.25541469657924 48.228165797256636, 16.255492691139512 48.22838951868404, 16.25558494705163 48.228603733483794, 16.255762524343957 48.22891318497248, 16.255954370631652 48.22920836949262, 16.25618892482027 48.229522619138606, 16.256452106910857 48.22975122751123, 16.256701080649552 48.22995603140665, 16.257007104379777 48.230118044141605, 16.25737722803601 48.230284859106355, 16.25806057820933 48.23056609868024, 16.25905002848701 48.23097126993058, 16.260224637863093 48.23140986818656, 16.260537853690405 48.231538563828046, 16.26097200734201 48.231772033098, 16.26162680143964 48.23212461580187, 16.262132042811807 48.23246282209685, 16.262480734231204 48.23269623155572, 16.262651475161153 48.232843865936566, 16.262793732613993 48.23298672274669, 16.26302833239457 48.233310475691944, 16.263156346434354 48.233453322994826, 16.26329147531724 48.233600933822714, 16.263462202740847 48.23376284357356, 16.26373260684431 48.233958128182074, 16.264138282228068 48.234205844083014, 16.26562585392685 48.23506812204758, 16.266344767792702 48.235468305898145, 16.26697118517596 48.23579704578568, 16.267248781916997 48.23595901490426, 16.267476523360948 48.2361161935596, 16.267818095665845 48.236382893897265, 16.268337410309723 48.23691619512733, 16.268849647687222 48.23742093573114, 16.269105771499518 48.23767330561277, 16.269233774807695 48.237844700122004, 16.26939730447896 48.238087497161466, 16.269546639274637 48.238292215128645, 16.269767212391123 48.23849697398247, 16.27001634293721 48.23865416076229, 16.27032247412149 48.23880662043083, 16.27071410430348 48.2389496095659, 16.271290886519118 48.239149808162416, 16.271853460220452 48.239321443640904, 16.272430298269743 48.23948356592709, 16.27297157190939 48.23960283603507, 16.273598360263644 48.239703114315354, 16.274175299945416 48.23978908577211, 16.274631178326903 48.239836919121565, 16.275108385676816 48.23992283257844, 16.275599840858302 48.2400087515447, 16.276134026514686 48.240108967273194, 16.276718171046078 48.24013306509374, 16.277480464979675 48.24011442015943, 16.278021871403322 48.240133730416, 16.278335290851953 48.24016720050379, 16.278734115485815 48.240276853553425, 16.27945633528795 48.240544619228096)",43B,2,Autobus,
OEFFLINIENOGD.1196,1196,"LINESTRING (16.40793974723603 48.19532931964251, 16.409016937792895 48.1945112977681)",77A,2,Autobus,
OEFFLINIENOGD.1197,1197,"LINESTRING (16.37017109298419 48.226126843649276, 16.370224582587483 48.22623687692624)","5A, 5B",2,Autobus,
OEFFLINIENOGD.1198,1198,"LINESTRING (16.37009179680826 48.22643425117859, 16.370171069112025 48.22639061450819)","5A, 5B",2,Autobus,
OEFFLINIENOGD.1199,1199,"LINESTRING (16.370224582587483 48.22623687692624, 16.370227208400657 48.22632978436521, 16.370171069112025 48.22639061450819)",5B,2,Autobus,
OEFFLINIENOGD.1200,1200,"LINESTRING (16.37758323849381 48.21684454967206, 16.37830650130817 48.21658730557424, 16.380704529989988 48.21629896241049)",5A,2,Autobus,
OEFFLINIENOGD.1201,1201,"LINESTRING (16.28247451506626 48.134975952736646, 16.282051887068928 48.13460693549814)","60A, 61A",2,Autobus,
OEFFLINIENOGD.1202,1202,"LINESTRING (16.427154510002474 48.179395607602736, 16.43080787474168 48.18502119702535)",72A,2,Autobus,
OEFFLINIENOGD.1203,1203,"LINESTRING (16.476334094822093 48.2241297084656, 16.475851035449224 48.22351349680209)","22A, 84A, 93A, 97A, 98A",2,Autobus,
OEFFLINIENOGD.1204,1204,"LINESTRING (16.47896707617841 48.24091933012579, 16.480713845467022 48.24286969387727)",85A,2,Autobus,
OEFFLINIENOGD.1205,1205,"LINESTRING (16.485339127792297 48.24135554174148, 16.480713845467022 48.24286969387727)",85A,2,Autobus,
OEFFLINIENOGD.1206,1206,"LINESTRING (16.485339127792297 48.24135554174148, 16.48489951969713 48.2408492922298, 16.484756720719247 48.240740022527355, 16.484560551722744 48.24065223692763, 16.484303857874888 48.240574047373315, 16.48355716300557 48.24041386071495)","85A, 95A",2,Autobus,
OEFFLINIENOGD.1207,1207,"LINESTRING (16.48581885613503 48.23788079957511, 16.48491369385444 48.238217951275196, 16.48476854602111 48.23827905318629, 16.48467761330795 48.238365781824335, 16.484461648397307 48.23881949360536)","85A, 95B, 97A",2,Autobus,
OEFFLINIENOGD.1208,1208,"LINESTRING (16.493033413644323 48.2338216779976, 16.495128002950256 48.23394253039033, 16.494253729742077 48.2318717662908, 16.49298068868298 48.229018181809266, 16.491689641899853 48.22605158208539)",97A,2,Autobus,
OEFFLINIENOGD.1209,1209,"LINESTRING (16.4906644643258 48.22621733039282, 16.489846877554506 48.22432676928326, 16.489373611503673 48.223247133619225, 16.488602981823192 48.221549236072924, 16.488061685553777 48.22032453872321)",97A,2,Autobus,
OEFFLINIENOGD.1210,1210,"LINESTRING (16.531595952115644 48.249181597060605, 16.531918280978626 48.2491764916478)","24A, 89A",2,Autobus,
OEFFLINIENOGD.1211,1211,"LINESTRING (16.488827991205074 48.22656480396152, 16.489778312401157 48.226401735199865)","84A, 97A",2,Autobus,
OEFFLINIENOGD.1212,1212,"LINESTRING (16.489778312401157 48.226401735199865, 16.4906644643258 48.22621733039282)","84A, 97A",2,Autobus,
OEFFLINIENOGD.1213,1213,"LINESTRING (16.46236096636424 48.23561457009349, 16.461998300113386 48.23536183631854, 16.46107550512044 48.2348661353951)","86A, 87A, 95A",2,Autobus,
OEFFLINIENOGD.1214,1214,"LINESTRING (16.46107550512044 48.2348661353951, 16.461606983161747 48.234450397961844, 16.462753084890185 48.23414933109065, 16.463073511815132 48.2341013885601, 16.464270315592646 48.23414289000259, 16.466692505563998 48.23425913542705, 16.46702294772349 48.234313150001164)",95A,2,Autobus,
OEFFLINIENOGD.1215,1215,"LINESTRING (16.532588052125195 48.24916588086111, 16.532619219940727 48.24931207006993)","24A, 89A",2,Autobus,
OEFFLINIENOGD.1216,1216,"LINESTRING (16.531918280978626 48.2491764916478, 16.532008465828948 48.24926552813819, 16.532122036475553 48.24933814551715, 16.532276095248196 48.24937785712698, 16.5324513947825 48.249381840367256, 16.532543206263593 48.2493545584728, 16.532619219940727 48.24931207006993)",24A,2,Autobus,
OEFFLINIENOGD.1217,1217,"LINESTRING (16.426839835160365 48.20867895220943, 16.42759356161476 48.20913877731667)","79A, 79B",2,Autobus,
OEFFLINIENOGD.1218,1218,"LINESTRING (16.42169633361723 48.211261600091966, 16.424820892862964 48.20909192167227, 16.426208865398646 48.20916442109102, 16.426839835160365 48.20867895220943)",77A,2,Autobus,
OEFFLINIENOGD.1219,1219,"LINESTRING (16.28039582246013 48.13580675898283, 16.280891936957556 48.13564383826815, 16.282118783851853 48.135220873358676, 16.28247451506626 48.134975952736646)","60A, 66A",2,Autobus,
OEFFLINIENOGD.1487,1487,"LINESTRING (16.318526117952224 48.18616092380563, 16.31913589419394 48.18598776452296, 16.31996058750828 48.18577856141029, 16.320525873863144 48.18562683372213, 16.325916107317212 48.183943304982385, 16.32643885483554 48.18380635803681, 16.326996933409628 48.18367308702673, 16.327562025621326 48.18364111160625, 16.327999226995413 48.18363668243052, 16.328543599656417 48.18363671927729, 16.329003922685466 48.18363674842348, 16.329023018675986 48.183637379117854, 16.32996679334357 48.1836531710816, 16.331023934209256 48.18367507569858, 16.33143207758432 48.183696766476956, 16.33190302109018 48.18374570753311, 16.332300807673164 48.18380552608597, 16.332646147244553 48.1838764033744, 16.333106733910146 48.18400681771955, 16.33361563161823 48.18418256874447, 16.334097914526687 48.18436871141902, 16.33452741173356 48.18459015333885, 16.334880911883168 48.18478196745111, 16.335109408201923 48.184931469140416, 16.335404432358242 48.18515881961763, 16.33587565826979 48.185511964097245, 16.336812680033255 48.186211282888955, 16.337243740648184 48.18651151219527, 16.33750781264162 48.186707698750546, 16.33778485890388 48.18697017884787, 16.33797819486103 48.18721748905232, 16.33814631591091 48.18746479938297, 16.338314437094454 48.18767838492233, 16.33859183379836 48.18790320935696, 16.338902852290786 48.188066203975254, 16.33935676917438 48.188217952218196, 16.339987205345974 48.18831910596191, 16.340740037681122 48.188368384791296, 16.342728306211797 48.188449038335655, 16.343068958886743 48.18847293008922, 16.344198513808642 48.18855214601321, 16.344976101515815 48.18862452317561, 16.346457620729602 48.18883721658863, 16.348650173269075 48.18920055392106, 16.351131053287563 48.18967356774323, 16.35146610367651 48.1897496957635, 16.351801035524495 48.18987465593033, 16.35223027473826 48.19007586426901, 16.35256523504101 48.19027699464687, 16.353005169076955 48.19062898400852, 16.3534062337427 48.19098919732764, 16.353763595816908 48.19135756021144, 16.35403009197693 48.19169585484194, 16.354232335894757 48.19202539963444, 16.354345188418645 48.19227243938763, 16.354448216887203 48.19253152968345, 16.35451639670544 48.19282093796168, 16.35452376064305 48.193224758478266, 16.35446113803946 48.193757975360334, 16.35441946799327 48.194209260770414, 16.354388102049487 48.194513955352335, 16.354409157138136 48.19471512984017, 16.354461558833407 48.194932666921865, 16.354629120832353 48.19520468419694, 16.354796805174473 48.19543848010741, 16.355058506143916 48.19565058665454, 16.35538316064076 48.1958627719616, 16.35571815854677 48.19603133757382, 16.356095115852803 48.196172645513585, 16.356472070871835 48.19630298051548, 16.357035295189167 48.196421732268696, 16.357967737550474 48.1966090124612, 16.35906597782917 48.19682958169388, 16.359529149243375 48.196916991826576, 16.360324867224524 48.19705819959613, 16.36091114471673 48.19718874543265, 16.361528936745458 48.197389877870634, 16.36217813663068 48.197710609323956, 16.365508323118135 48.19953182501366, 16.36658710774791 48.20008660324793, 16.366846495402058 48.20020572440168, 16.36713394167158 48.200315838799774, 16.36743968897683 48.200387284861655, 16.367786185862574 48.20044168846597, 16.368173428415087 48.20046883028482, 16.368606504823344 48.20046189612532, 16.36907787787457 48.200418271516, 16.36978440901115 48.20032576837718, 16.370392157823687 48.20020761668585, 16.37098309419408 48.20007800506825, 16.371584207195223 48.199931355062496, 16.372200608301824 48.19979491606594, 16.37282721318787 48.19968231414356, 16.373107447176977 48.199695848843305, 16.3735711510456 48.199777446547586, 16.37501587425051 48.20016015951203, 16.37565290374816 48.200354093117596, 16.376228831686316 48.2005923252213, 16.376896606928455 48.200994018004536, 16.37761542143064 48.2014910602977, 16.378441331744266 48.20208683798213, 16.378968750067262 48.20241350236832, 16.379569589573176 48.20280261400804, 16.380147606410777 48.20317693744828, 16.38083866736379 48.20354463276346, 16.381378780980253 48.203802905887116, 16.382094131005157 48.20420741831886, 16.382765827061107 48.20473387179107, 16.38334284168144 48.205426180159094, 16.383894482782722 48.20627700001522, 16.384417181761208 48.207034430617796, 16.385037874603093 48.20789814517278, 16.385089238432897 48.20820050088295, 16.385071301859394 48.20851995697126, 16.384980385847733 48.20882481222315, 16.384831097281648 48.20912969216826, 16.38456882238494 48.20955410836117, 16.384087931163833 48.21028587086837, 16.383716138681592 48.21065180496245, 16.38331507779641 48.21093484090621, 16.382887609236505 48.21116602347091, 16.38259452019685 48.211274869950664, 16.382186238779255 48.21136748432114, 16.38156845316619 48.21145460460776, 16.380633417276385 48.21153508576324, 16.379710785735647 48.2116094446422, 16.37866271535518 48.21174304652347, 16.377746599929225 48.21191299722432, 16.377055572806388 48.21213079056687, 16.37640655086942 48.21238678598628, 16.37592503942571 48.21263705405951, 16.375579677301427 48.21286568976821, 16.37530748993876 48.21306696023304, 16.374271644467264 48.214111685930625, 16.373800691453642 48.21466654009392, 16.371857625809835 48.21659772808253, 16.37053536143903 48.21775168170329, 16.369959726930173 48.21823577494758, 16.36909083186915 48.21889963326225, 16.368483711867572 48.21943292064468, 16.368211671433823 48.2197538729829, 16.368023323045133 48.220058613731254, 16.367887345788827 48.220401200860174, 16.36773058126444 48.220863582392646, 16.367688168075993 48.22104714440709, 16.36762615804406 48.22131497766058, 16.36755988309856 48.22225031551894, 16.36741841120973 48.22424680279686, 16.36736620991748 48.22449691657544, 16.367293062342466 48.22482887368758, 16.36715704122008 48.225127932830375, 16.366989649614258 48.22541090250365, 16.366811751659743 48.22568299301951, 16.3665500019551 48.225954835726114, 16.366099870083683 48.226308564865036, 16.365649544058314 48.22656975277496, 16.36527268862485 48.226809246773314, 16.364822378293987 48.227113778386986, 16.364806636978862 48.22712466403328, 16.364445392551563 48.22737521296201, 16.364110408193298 48.227658039735175, 16.363785798666495 48.2279680223172, 16.363356524354366 48.22838153997453, 16.36303207475981 48.22875708037718, 16.362791300894177 48.229056158683065, 16.362602894638712 48.229377167658605, 16.36206917217042 48.23036707499688, 16.361254365725582 48.2317983215518, 16.361051594667494 48.23211077940265, 16.36082676732995 48.23243208278868, 16.360601911799627 48.23270033519868, 16.360310864950936 48.23293323292764, 16.36000656415222 48.23312781830794, 16.359684407172207 48.23333862027569, 16.35929557234994 48.23358487408821, 16.359029553369407 48.23381742713174, 16.35878894520514 48.23423818018684, 16.358610385246465 48.23471612678392, 16.358497666777094 48.23511597913495, 16.35843214911983 48.23543182989285, 16.358420469088063 48.235735651710236, 16.35845603247985 48.23602368226424, 16.358568407424702 48.23637877485563, 16.35871618913027 48.23665889179151, 16.36345326066393 48.24293042922347, 16.36359434110346 48.24314991763155, 16.36378976319661 48.24352137651854, 16.36413707528516 48.24416852713217, 16.36426729961522 48.244466707120246, 16.36436507127003 48.24475392333541, 16.3644945242861 48.24521975025366, 16.36456577384284 48.24554253070944, 16.364620103134907 48.24594393404404, 16.364686068158882 48.24621565817298, 16.36482992896854 48.246695164032914, 16.365069571607304 48.24726056307038, 16.365856915626175 48.24853400615027, 16.36586008825811 48.24853913949649)",U4,4,U-Bahn,
